,age,careAddr,careNm,careTel,chargeNm,colorCd,desertionNo,filename,happenDt,happenPlace,kindCd,neuterYn,noticeEdt,noticeNo,noticeSdt,officetel,orgNm,popfile,processState,sexCd,specialMark,weight
238,2013(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동),유기동물및동물보호협,051-971-6208,배수영,연갈색,426339201800685,http://www.animal.go.kr/files/shelter/2018/10/201811060911508_s.jpg,20181106,광장로 37번길 66,[개] 믹스견,U,20181116,부산-사상-2018-00469,20181106,051-310-4784,부산광역시 사상구,http://www.animal.go.kr/files/shelter/2018/10/201811060911508.jpg,보호중,F,사상구-484,4(Kg)
239,2012(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동),유기동물및동물보호협,051-971-6208,배수영,흰색,426339201800683,http://www.animal.go.kr/files/shelter/2018/10/201811060911136_s.jpg,20181106,구청 당직실,[개] 믹스견,U,20181116,부산-사상-2018-00467,20181106,051-310-4784,부산광역시 사상구,http://www.animal.go.kr/files/shelter/2018/10/201811060911136.jpg,보호중,M,사상구-482(대형견),25(Kg)
240,2016(년생),부산광역시 연제구 온천천남로 4 (연산동),청조동물병원,051-503-0688,장슬기,갈색,426337201802570,http://www.animal.go.kr/files/shelter/2018/10/201811061511334_s.jpg,20181106,황령산로 530 인근,[개] 코카 스파니엘,N,20181116,부산-연제-2018-00397,20181106,051-665-4482,부산광역시 연제구,http://www.animal.go.kr/files/shelter/2018/10/201811061511334.jpg,보호중,F,"불량(쇠약;안구돌출), 연제구 1-207호",3(Kg)
241,2018(년생),부산광역시 연제구 온천천남로 4 (연산동),청조동물병원,051-503-0688,장슬기,갈/은회색,426337201802569,http://www.animal.go.kr/files/shelter/2018/10/201811061511358_s.jpg,20181106,반송로 88 인근,[고양이] 페르시안-페프시안 친칠라,N,20181116,부산-연제-2018-00396,20181106,051-665-4482,부산광역시 연제구,http://www.animal.go.kr/files/shelter/2018/10/201811061511358.jpg,보호중,M,"불량(쇠약), 연제구 2-180호",2(Kg)
242,2018(년생),부산광역시 연제구 온천천남로 4 (연산동),청조동물병원,051-503-0688,장슬기,흰/검정색,426337201802568,http://www.animal.go.kr/files/shelter/2018/10/201811061511555_s.jpg,20181106,거제천로 209 인근,[고양이],N,20181116,부산-연제-2018-00395,20181106,051-665-4482,부산광역시 연제구,http://www.animal.go.kr/files/shelter/2018/10/201811061511555.jpg,보호중,M,"불량(쇠약), 연제구 2-179호",0.5(Kg)
243,2018(년생),부산광역시 강서구 가락대로1283번길 25-2 (봉림동),유기동물및동물보호협,051-971-6208,이시윤,갈색,426332201800507,http://www.animal.go.kr/files/shelter/2018/10/201811060911439_s.jpg,20181106,낙동대로1722번길,[개] 믹스견,U,20181116,부산-북구-2018-00362,20181106,051-309-4651,부산광역시 북구,http://www.animal.go.kr/files/shelter/2018/10/201811060911439.png,보호중,F,갈색,4(Kg)
244,2018(년생),부산광역시 해운대구 해운대로 1252 (송정동),누리동물병원,051-701-7593,양민규,흰색,426330201800356,http://www.animal.go.kr/files/shelter/2018/10/201811061311156_s.jpg,20181106,충렬대로 202번길77 제일장미아파트 b동501호,[개] 믹스견,N,20181116,부산-동래-2018-00361,20181106,051-550-4916,부산광역시 동래구,http://www.animal.go.kr/files/shelter/2018/10/201811061311156.jpg,보호중,M,"검정색목줄,기력없음",6.8(Kg)
245,2018(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,02-837-8875,손원경,흰갈,411320201801579,http://www.animal.go.kr/files/shelter/2018/10/201811061511313_s.jpg,20181106,인헌초등학교,[고양이] 한국 고양이,N,20181116,서울-관악-2018-00777,20181106,02-879-6694,서울특별시 관악구,http://www.animal.go.kr/files/shelter/2018/10/201811061511313.jpg,보호중,F,"구청신고됨,탈진,결막염,설사,이유식급여",0.8(Kg)
246,2018(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,02-837-8875,손원경,흰회색,411320201801578,http://www.animal.go.kr/files/shelter/2018/10/201811061311338_s.jpg,20181106,남강중학교,[고양이] 한국 고양이,N,20181116,서울-관악-2018-00776,20181106,02-879-6694,서울특별시 관악구,http://www.animal.go.kr/files/shelter/2018/10/201811061311338.jpg,보호중,M,"구청신고됨,탈진,결막염,설사,이유식급여",1(Kg)
247,2017(년생),서울특별시 관악구 남부순환로 1451 (신림동) 러브펫종합동물병원,러브펫종합동물병원,02-837-8875,손원경,치즈색,411320201801577,http://www.animal.go.kr/files/shelter/2018/10/201811060911900_s.jpg,20181106,미성초등학교내,[고양이] 한국 고양이,Y,20181116,서울-관악-2018-00775,20181106,02-879-6694,서울특별시 관악구,http://www.animal.go.kr/files/shelter/2018/10/201811060911900.jpg,보호중,M,"구청신고됨.집고양이추정,순하고사람잘따름",3(Kg)
248,2018(년생),서울특별시 양천구 목동  657번지 16호,강현림 동물병원,02-2642-9159,양천구청,흰색,411314201800664,http://www.animal.go.kr/files/shelter/2018/10/20181106171179_s.jpg,20181106,신월5동파출소 (다음11-7),[고양이] 터키시 앙고라,N,20181116,서울-양천-2018-00333,20181106,02-2620-4821,서울특별시 양천구,http://www.animal.go.kr/files/shelter/2018/10/20181106171179.jpg,보호중,M,이갈이하지않은고양이로경계심보이지않으나많이울고항문주위가짖물러있음,1.2(Kg)
249,2017(년생),서울특별시 양천구 목동  657번지 16호,강현림 동물병원,02-2642-9159,양천구청,검정,411314201800663,http://www.animal.go.kr/files/shelter/2018/10/201811061711151_s.jpg,20181106,신정동양천구청상황실 (다음11-6),[개] 시베리안 허스키,N,20181116,서울-양천-2018-00332,20181106,02-2620-4821,서울특별시 양천구,http://www.animal.go.kr/files/shelter/2018/10/201811061711151.jpg,보호중,M,치석없으며경계심없고온순한편이나짖는편임,8(Kg)
